month_year,facility_id,Prod Vol Non-Concentrate (kL),Prod Vol Concentrate (kg),Prod Vol Non-Concentrate as Final Bev (kL)
Nov 2023,90020,0.0000,,0.0000
Jun 2023,202,7879.1000,,7879.1000
Nov 2023,2419,2869.7910,,2869.7910
Aug 2023,7014,19202.2700,,19202.2700
May 2023,2370,15554.6720,,15554.6720
Nov 2023,90425,0.0000,,0.0000
Nov 2023,4002,26629.6330,,26629.6330
May 2023,90782,1272.1720,,1272.1720
Sep 2023,3397,111365.3325,,111365.3325
Jul 2023,5604,23785.4400,,23839.5600
Nov 2023,9117,20112.5684,,20112.5684
Jun 2023,6686,108861.4858,,108997.5866
Jul 2023,9162,24747.5330,,24747.5330
Jan 2023,90779,,,
Apr 2023,90629,,,
Jan 2023,81681,,,
May 2023,82966,,,
Jul 2023,90254,,,
Apr 2023,91216,,,
Oct 2023,70,3641.1770,,3641.1770
Jan 2023,90678,,,
Oct 2023,90270,,,
Jan 2023,2920,14689.0100,,14689.0100
Jun 2023,5631,14756.0000,,14756.0000
Mar 2023,90716,,,
Feb 2023,82701,,,
Sep 2023,90002,0.0000,,0.0000
Jul 2023,81850,,,
Nov 2023,81817,,,
Aug 2023,90472,,,
Feb 2023,90381,,,
Oct 2023,5420,796.0000,,804.9100
Dec 2023,2423,2826.4340,,2826.4340
Aug 2023,82037,,,
Aug 2023,91133,,,
Sep 2023,90522,,,
Jun 2023,90378,,,
Jan 2023,7112,39763.0972,,39763.0972
May 2023,5309,2814.8366,,2814.8366
May 2023,90950,,,
Sep 2023,90302,,,
Oct 2023,81883,,,
Apr 2023,90934,,,
May 2023,90330,,,
Jan 2023,81455,,,
Jun 2023,91068,,,
May 2023,5226,19855.8650,,19942.1400
Nov 2023,90865,4046.2800,,4046.2800
Nov 2023,5229,23045.1580,,23127.2120
Nov 2023,90603,,,
Mar 2023,90676,,,
Dec 2023,90056,79.6420,,79.6420
Jul 2023,90946,,,
May 2023,91001,,,
Nov 2023,90499,,,
Mar 2023,81354,,,
Aug 2023,507,3048.9624,,3048.9624
Jul 2023,90267,,,
Jan 2023,8665,116.9465,,116.9465
Sep 2023,90269,,,
Nov 2023,90525,,,
Sep 2023,90877,0.0000,,0.0000
Nov 2023,81918,,,
Jan 2023,80784,,,
Feb 2023,80843,,,
Jul 2023,90583,,,
Feb 2023,91143,,,
Aug 2023,241,,,
Jul 2023,82701,,,
Jul 2023,82571,,,
Nov 2023,82729,,,
Oct 2023,90851,,,
Oct 2023,90353,,,
Jul 2023,90692,,,
Oct 2023,81872,,,
May 2023,89953,,,
Jun 2023,80842,,,
Oct 2023,90394,,,
Jan 2023,1208,0.0000,,0.0000
Sep 2023,1244,0.0000,,0.0000
Jul 2023,81376,,,
Apr 2023,90119,,,
Sep 2023,4218,15483.3000,,15483.3000
Dec 2023,1109,24076.0000,,29203.0000
Jan 2023,90741,,,
Dec 2023,5293,177275.6236,,183859.6924
Jul 2023,9146,43891.4060,,45227.4740
Nov 2023,90023,0.0000,,0.0000
Aug 2023,2627,10766.1425,,12560.0805
Jan 2023,1948,12353.1440,,12406.6080
Dec 2023,7308,0.0000,,0.0000
Jan 2023,81501,,,
Dec 2023,2828,3743.4290,,3808.3885
Apr 2023,81624,,2.0000,0.0000
Jan 2023,82704,,,
Dec 2023,8439,33220.0000,,33220.0000
Dec 2023,10109,,,
May 2023,81799,,,
Sep 2023,90765,2190.8400,,2190.8400
Aug 2023,7872,20330.2959,,20330.2959
Feb 2023,90190,3280.8020,,3280.8020
May 2023,8818,,2373414.0000,0.0000
Dec 2023,5822,33908.0000,,33908.0000
Dec 2023,90864,15858.2210,,15858.2210
Sep 2023,81353,,,
Jun 2023,6401,8531.0740,,8532.2520
Jul 2023,90580,,,
Jul 2023,6831,21770.2900,,21770.2900
Mar 2023,90552,,,
May 2023,5438,3335.3370,,3336.1510
Jul 2023,21,1108.3820,,1108.3820
Sep 2023,82034,,,
Mar 2023,8904,10445.6378,,10445.6378
Jun 2023,640,0.0000,,0.0000
May 2023,81496,,,
Jan 2023,91153,2952.6212,,2952.6212
Aug 2023,90030,0.0000,,0.0000
Nov 2023,7413,27583.6966,,27583.6966
Nov 2023,5208,11058.5450,,11058.5450
Sep 2023,81497,,,
Dec 2023,1951,1475.4480,,1475.4480
Sep 2023,81366,,,
Jun 2023,840,18757.1210,,18880.1690
Jul 2023,90478,,,
May 2023,6642,0.0000,,0.0000
Aug 2023,10013,4396.1000,,4396.1000
Apr 2023,7106,24792.4420,,24792.4420
Oct 2023,90592,,,
Feb 2023,7014,20459.6970,,20459.6970
Mar 2023,2379,24947.8279,,25654.5999
Oct 2023,7748,17699.7262,,17699.7262
Apr 2023,90299,,,
May 2023,81361,,,
Jun 2023,2307,320.6010,,320.6010
Dec 2023,82890,,,
Mar 2023,90117,,,
Feb 2023,82902,,,
Dec 2023,82862,,,
Mar 2023,90516,,,
Sep 2023,239,10982.2650,,10982.2650
Jul 2023,229,38301.0447,,38301.0447
Apr 2023,90295,,,
Jul 2023,81370,,,
Sep 2023,91010,,,
Nov 2023,90042,0.0000,,0.0000
Jul 2023,10104,,,
Mar 2023,11138,,,
Apr 2023,90952,,,
Mar 2023,90397,,,
Sep 2023,90440,,,
Feb 2023,6834,1350.0000,,1350.0000
Aug 2023,90379,,,
Aug 2023,90652,,,
Aug 2023,9202,15021.9114,,16715.2338
Jun 2023,90384,,,
Nov 2023,90697,,,
Apr 2023,90745,,,
Sep 2023,81960,,,
Jan 2023,90939,,,
Sep 2023,91034,,,
Feb 2023,5303,18043.1436,,18043.1436
Feb 2023,90947,,,
Jun 2023,90589,,,
Oct 2023,91054,,,
Apr 2023,89948,,,
Apr 2023,90117,,,
Sep 2023,82714,,,
Dec 2023,91184,,,
Jun 2023,90420,,,
Jun 2023,90633,,,
Mar 2023,6011,25576.0000,,26001.0000
Oct 2023,81375,,,
Dec 2023,90323,,,
Jul 2023,8023,78176.8252,,78176.8252
Jun 2023,4905,37923.0200,,38433.1400
May 2023,6405,28897.0000,,28897.0000
Mar 2023,90233,,,
Jan 2023,9135,29154.5740,,30590.0180
Aug 2023,3602,1506.1020,,1831.2340
Apr 2023,81926,,,
Aug 2023,208,0.0000,,0.0000
Dec 2023,90434,,,
Oct 2023,81798,,,
Sep 2023,5247,31047.8300,,31047.8300
Jun 2023,91101,,,
Mar 2023,90950,,,
Mar 2023,8444,17630.0000,,28830.0000
Jul 2023,89957,,,
Dec 2023,90439,,,
Oct 2023,90663,,,
Sep 2023,90291,,,
Sep 2023,90614,,,
Dec 2023,91068,,,
Sep 2023,50,280.2670,,280.2670
Mar 2023,91120,,,
Sep 2023,90804,,,
Oct 2023,11152,,,
Jul 2023,90338,,,
Nov 2023,90549,,,
Jun 2023,90565,,,
Apr 2023,90644,,,
Mar 2023,90959,,,
May 2023,90964,,,
Nov 2023,90320,,,
Oct 2023,90953,,,
Sep 2023,91009,,,
Feb 2023,10105,,,
Jul 2023,81826,,,
Sep 2023,91189,,,
Oct 2023,90669,,,
Jun 2023,90410,,,
Apr 2023,90639,0.0000,,0.0000
Nov 2023,5420,985.0000,,1002.0000
Sep 2023,3669,50660.2260,,52893.1940
Jan 2023,81984,,,
Aug 2023,90852,,,
Apr 2023,90693,,,
Jun 2023,7103,25032.8995,,25032.8995
Feb 2023,10115,,,
May 2023,2379,14810.5907,,15311.9707
Feb 2023,8011,6264.1555,,6264.1555
Dec 2023,91072,10707.2265,,10707.2265
Feb 2023,90216,863.3000,,975.8600
Nov 2023,90385,,,
Jan 2023,81843,,,
Jan 2023,3826,2974.1740,,3104.1810
Nov 2023,51,1884.7000,,1884.7000
Dec 2023,1705,24784.9990,,29132.4190
Jul 2023,81998,,,
Jun 2023,1916,62212.3260,,63127.6480
Mar 2023,82889,,,
Jul 2023,91106,10298.9698,,10298.9698
Sep 2023,9034,486.6165,,486.6165
Jul 2023,10187,6328.8043,,6328.8043
May 2023,7965,0.0000,,0.0000
Feb 2023,511,7428.4608,,7428.4608
Jan 2023,80837,,,
Jun 2023,82923,,,
Dec 2023,90606,,,
Feb 2023,3013,20736.6545,,20736.6545
Sep 2023,90426,0.0000,,0.0000
Aug 2023,90849,,,
Dec 2023,90401,,,
Apr 2023,90894,,,
Jan 2023,82719,,,
Feb 2023,90857,,,
Apr 2023,8429,3784.7888,,3784.7888
Jan 2023,2337,44723.2400,,44723.2400
Jan 2023,8440,18428.0000,,18428.0000
Sep 2023,90408,,,
May 2023,81624,,2.0000,0.0000
Oct 2023,3826,2751.3469,,2847.0385
Sep 2023,1946,21482.2860,,21482.2860
Feb 2023,8009,3729.8456,,3729.8456
Nov 2023,6416,1902.7700,,1947.2000
Oct 2023,9145,33670.3966,,34914.2128
Apr 2023,91106,7683.1557,,7683.1557
Oct 2023,9400,8950.1197,,8950.1197
Feb 2023,90417,,,
Aug 2023,82715,,,
Aug 2023,90638,139.9350,,139.9350
Aug 2023,90623,,,
Jul 2023,90162,40612.3200,,40612.3200
Jan 2023,3024,0.0000,,0.0000
Apr 2023,8205,7588.6912,,7588.6912
Oct 2023,10186,2571.3816,,2571.3816
Oct 2023,90434,,,
May 2023,90831,,,
Jan 2023,91088,,,
Dec 2023,61763,,,
Jun 2023,91077,,,
May 2023,90664,,,
Aug 2023,9566,23541.4077,,23541.4077
Jul 2023,90049,0.0000,,0.0000
Jun 2023,714,70210.4940,,70210.4940
Jan 2023,7877,13313.9620,,13313.9620
Apr 2023,81978,,,
Jan 2023,3454,39538.6094,,39538.6094
Dec 2023,4704,43655.0000,,44044.0000
Jan 2023,91069,,,
Jan 2023,6402,81.9810,,81.9810
Jan 2023,89975,5060.1368,,5060.1368
Nov 2023,81851,,,
Aug 2023,81872,,,
Aug 2023,60,6472.3000,,6472.3000
Oct 2023,1231,0.0000,,0.0000
Feb 2023,9190,12554.1430,,12554.1430
Feb 2023,81940,,,
Oct 2023,9206,564.0100,,564.0100
Feb 2023,3826,2969.8422,,3090.4282
Oct 2023,6607,31685.9616,,31954.2736
Feb 2023,5289,34672.7000,,34672.7000
Sep 2023,9423,383.8680,,383.8680
Apr 2023,2379,17841.0579,,18277.2959
Oct 2023,1207,3207.1732,,3207.1732
Mar 2023,9615,17406.6820,,17406.6820
Sep 2023,3870,5323.6200,,5323.6200
Oct 2023,1302,21587.8151,,27996.3651
Mar 2023,90963,,,
Sep 2023,9203,3768.8010,,4280.7530
Sep 2023,2935,14792.6100,,14792.6100
Apr 2023,91159,,,
Dec 2023,91117,,,
Jun 2023,90711,,,
Feb 2023,90972,,,
Apr 2023,89951,,,
Nov 2023,81948,,,
Jan 2023,89958,,,
Apr 2023,91057,,,
Jul 2023,82729,,,
Jan 2023,82865,,,
Apr 2023,8482,90.3894,,90.3894
Nov 2023,82037,,,
Jan 2023,62321,,,
Jul 2023,91123,,,
Nov 2023,90972,,,
Feb 2023,3121,34639.1081,,35989.2681
Oct 2023,90607,,,
May 2023,90218,0.0000,,0.0000
Jul 2023,91132,,,
May 2023,90389,,,
Nov 2023,6613,16866.5848,,16866.5848
Jan 2023,90882,,,
Jul 2023,9135,47406.3190,,48990.1030
Jan 2023,90045,0.0000,,0.0000
Oct 2023,81617,,,
Feb 2023,82879,,,
Feb 2023,91129,,,
Nov 2023,90837,,,
May 2023,4457,,,
Apr 2023,90239,,,
Dec 2023,90798,,,
Jan 2023,89999,1834.2030,,1834.2030
Jan 2023,8671,116.9465,,116.9465
Dec 2023,90670,,,
Jun 2023,91129,,,
Apr 2023,81960,,,
Nov 2023,81916,,,
Sep 2023,91038,,,
Apr 2023,202,11179.5000,,11179.5000
Jul 2023,90878,0.0000,,0.0000
Jul 2023,81366,,,
Aug 2023,82599,,,
Aug 2023,90459,,,
Jun 2023,91172,,,
Jun 2023,90393,,,
Sep 2023,90252,,,
Aug 2023,81839,,,
Apr 2023,90040,0.0000,,0.0000
May 2023,8203,0.0000,,0.0000
Feb 2023,90194,,,
Mar 2023,90447,,,
Dec 2023,91008,,,
Aug 2023,90328,,,
Dec 2023,81805,,,
Jun 2023,90389,,,
Apr 2023,7347,0.0000,,0.0000
Nov 2023,10105,,,
Jan 2023,7176,4430.3830,,4430.3830
Dec 2023,90480,,,
Sep 2023,80785,,,
May 2023,90930,,,
Sep 2023,81884,,,
Apr 2023,82877,,,
Sep 2023,90923,,,
May 2023,91141,,,
Aug 2023,91118,,,
Jul 2023,90797,,,
Nov 2023,90352,,,
Nov 2023,90236,,,
Nov 2023,90513,,,
Nov 2023,640,,,
Sep 2023,81886,,,
Jun 2023,90761,,,
Jan 2023,91180,,,
Feb 2023,90235,,,
Feb 2023,90150,0.0000,,0.0000
May 2023,90563,,,
Mar 2023,82923,,,
Dec 2023,9164,2604.6300,,2604.6300
Aug 2023,90899,,,
Aug 2023,91196,,,
May 2023,90899,,,
Feb 2023,4502,32414.0000,,33033.4000
Nov 2023,1905,22622.0000,,23006.0000
Dec 2023,91198,,50000.0000,0.0000
Oct 2023,7412,14660.7366,,14660.7366
Oct 2023,208,0.0000,,0.0000
May 2023,90649,,,
Sep 2023,90224,,,
May 2023,81392,,1460869.5470,0.0000
Mar 2023,2779,17667.3230,,17667.3230
Feb 2023,2606,8987.3890,,8987.3890
Nov 2023,90768,0.0000,,0.0000
Nov 2023,3015,7258.8000,,7463.6000
Jul 2023,3047,0.0000,,0.0000
Jun 2023,90582,,,
Dec 2023,91155,,,
Jan 2023,2835,1462.4532,,1462.4532
Jul 2023,91034,,,
Dec 2023,3120,11050.4500,,11050.4500
Mar 2023,5212,36697.6446,,37011.5376
Sep 2023,90332,,,
Apr 2023,91033,,,
Oct 2023,518,3324.4716,,3324.4716
Oct 2023,91207,,,
Nov 2023,9112,15769.4390,,17645.0610
Dec 2023,82593,,,
Feb 2023,426,1072.6110,,1072.6110
Aug 2023,89953,,,
Aug 2023,81360,,,
Oct 2023,7984,28401.7213,,28401.7213
Jul 2023,81817,,,
Jan 2023,90263,,,
Jul 2023,91013,,,
Jul 2023,415,4470.4315,,4470.4315
Nov 2023,90778,0.0000,,0.0000
Nov 2023,90794,0.0000,,0.0000
Feb 2023,90603,,,
Jul 2023,2920,12238.0900,,12238.0900
Oct 2023,89957,,,
Oct 2023,90874,0.0000,,0.0000
Aug 2023,90813,0.0000,,0.0000
Jan 2023,9567,0.0000,,0.0000
Mar 2023,6220,14729.0000,,14729.0000
Aug 2023,82710,,,
Aug 2023,7921,17181.6600,,17181.6600
May 2023,81371,,,
Apr 2023,82702,,,
Aug 2023,6219,11009.2650,,11009.2650
May 2023,503,656.7984,,656.7984
Apr 2023,81886,,,
Jul 2023,90365,,,
Sep 2023,430,2866.6000,,2866.6000
Jun 2023,81908,,,
Dec 2023,90994,,,
Jan 2023,81849,,,
Jul 2023,81625,,,
Jan 2023,89967,,,
Feb 2023,90764,0.0000,,0.0000
Mar 2023,90643,,,
Dec 2023,9137,41008.7440,,42175.0850
Oct 2023,90685,,,
Feb 2023,90679,,,
Jan 2023,6683,20082.2500,,20532.9400
Feb 2023,90927,,,
Oct 2023,90887,9751.6300,,9751.6300
Apr 2023,3812,0.0000,,0.0000
Oct 2023,2912,25647.8283,,25647.8283
May 2023,6001,,1465005.0000,0.0000
Dec 2023,90002,0.0000,,0.0000
Jun 2023,5281,27735.3613,,28476.1981
Feb 2023,3678,12991.5650,,12991.5650
Apr 2023,90482,,,
Jun 2023,90224,,,
Feb 2023,90598,,,
Jan 2023,255,39389.1270,,39389.1270
Nov 2023,90636,,,
Jun 2023,11163,,,
Nov 2023,4908,14244.0900,,14244.0900
Mar 2023,91067,,,
Sep 2023,80784,,,
Jan 2023,9124,6573.2328,,6958.6928
Feb 2023,81873,,,
Oct 2023,81873,,,
Mar 2023,90480,,,
Aug 2023,5247,32467.9527,,32467.9527
Aug 2023,81911,,,
Apr 2023,82918,,,
Dec 2023,91128,,,
Jan 2023,6725,10962.4856,,10962.4856
Jul 2023,90828,0.0000,,0.0000
May 2023,82590,,,
Oct 2023,91075,11334.9992,,11334.9992
Jan 2023,82878,,,
Dec 2023,90617,,,
Aug 2023,90969,,,
Jul 2023,89943,,,
Nov 2023,6673,22028.7180,,22526.9810
Oct 2023,5819,32236.6400,,32364.0480
Aug 2023,90955,,,
Apr 2023,90371,538.6908,,538.6908
Mar 2023,90012,0.0000,,0.0000
Sep 2023,90990,,,
Oct 2023,82580,,,
May 2023,81961,,,
Apr 2023,719,0.0000,,0.0000
Mar 2023,90406,,,
Nov 2023,91156,,,
Dec 2023,7986,30181.1563,,30181.1563
Jan 2023,91074,3817.2850,,3817.2850
Apr 2023,90637,,,
Feb 2023,90675,,,
Aug 2023,82046,,,
Mar 2023,90623,,,
Jun 2023,11151,,,
Mar 2023,81998,,,
May 2023,9541,3608.4930,,3608.4930
Feb 2023,90943,,,
May 2023,81957,,,
Feb 2023,10096,,,
Jul 2023,90444,,,
Apr 2023,90016,0.0000,,0.0000
Jan 2023,90304,,,
Jul 2023,5305,3322.4750,,3322.4750
May 2023,90463,,,
Aug 2023,91103,,,
Nov 2023,90703,,,
Sep 2023,81955,,,
Jul 2023,90771,,,
Mar 2023,90904,,,
Dec 2023,8472,2565.6300,,2565.6300
Dec 2023,90304,,,
Nov 2023,11151,,,
Jan 2023,90486,0.0000,,0.0000
Dec 2023,3806,775.0130,,775.0130
Aug 2023,90626,,,
Nov 2023,90641,0.0000,,0.0000
Dec 2023,2373,436.1740,,436.1740
Dec 2023,3475,0.0000,,0.0000
Feb 2023,8467,350.8646,,350.8646
May 2023,2905,2536.6850,,2536.6850
Sep 2023,5285,29214.0893,,29485.9449
Nov 2023,90789,22109.3420,,22109.3420
Jul 2023,9138,15059.0723,,15059.0723
Mar 2023,9568,564.1134,,3366.7907
Aug 2023,6660,36098.2738,,42638.4470
Aug 2023,90011,0.0000,,0.0000
Mar 2023,81990,,,
Jan 2023,7209,28143.4048,,28143.4048
Jan 2023,7437,16724.7510,,16794.4972
May 2023,6220,6589.0000,,6589.0000
Apr 2023,2370,16639.3440,,16639.3440
Aug 2023,90870,4539.2800,,4539.2800
Nov 2023,4502,32689.9000,,33193.3000
Jan 2023,543,7003.5294,,7003.5294
Nov 2023,81983,,,
Jan 2023,90556,,,
Oct 2023,34,609.9870,,609.9870
Mar 2023,6631,63649.7780,,63649.7780
Jun 2023,5819,27324.6820,,27554.8320
Mar 2023,11169,,,
Oct 2023,5312,87425.7585,,87719.3367
Sep 2023,90644,,,
Sep 2023,81453,,,
Sep 2023,7951,2702.7790,,2702.7790
Nov 2023,80843,,,
Jul 2023,406,2030.1540,,2030.1540
Sep 2023,90327,,,
Dec 2023,9112,21161.5390,,23590.2270
Jan 2023,90773,0.0000,,0.0000
May 2023,90781,,,
May 2023,2828,30212.5974,,30268.3304
Jul 2023,2905,1241.8270,,1241.8270
Sep 2023,90851,,,
Jan 2023,2803,655.0176,,655.0176
Mar 2023,9049,909.0345,,909.0345
Jan 2023,6409,19975.0145,,19975.0145
Nov 2023,3602,1220.8020,,1424.3520
Oct 2023,90247,,,
Jul 2023,90543,,,
Jul 2023,4214,1482.7590,,1482.7590
Dec 2023,82717,,,
Oct 2023,2859,29510.4140,,29808.3876
Jun 2023,90334,,,
Apr 2023,6678,67157.6500,,67157.6500
May 2023,7106,23030.8920,,23030.8920
Jan 2023,241,,,
Nov 2023,5830,19979.2650,,19979.2650
Mar 2023,90268,,,
Jan 2023,256,28363.4000,,28363.4000
Aug 2023,745,21337.5120,,21337.5120
Feb 2023,80790,,,
Sep 2023,90446,,,
Sep 2023,91120,,,
Oct 2023,90517,,,
Jan 2023,82015,,,
Aug 2023,90829,,,
Jun 2023,90869,3311.2400,,3311.2400
Jun 2023,90317,,,
Apr 2023,82852,,,
Dec 2023,220,29892.2000,,29892.2000
Mar 2023,82967,,,
Aug 2023,6714,91457.7331,,91457.7331
Aug 2023,90702,,,
Aug 2023,7773,19413.4276,,19413.4276
Dec 2023,6706,10538.6000,,10538.6000
Jan 2023,82052,,,
Feb 2023,90455,,,
Oct 2023,89953,,,
Dec 2023,81827,,,
Jun 2023,3674,14534.4876,,14534.4876
Aug 2023,5233,14306.6500,,14349.0670
Nov 2023,82897,,,
Apr 2023,82728,,,
Jun 2023,80782,,,
Jun 2023,90971,,,
Jun 2023,3671,16670.0160,,16670.0160
Nov 2023,7176,0.0000,,0.0000
Nov 2023,7001,27704.0000,,27704.0000
Sep 2023,82914,,,
Jul 2023,7202,,,
Sep 2023,82962,,,
Feb 2023,81498,,,
Nov 2023,82871,,,
Nov 2023,90585,,,
Dec 2023,90569,,,
Sep 2023,81374,,,
Aug 2023,90830,,,
Oct 2023,9146,13342.3630,,13822.7470
May 2023,90340,,,
Mar 2023,91091,0.0000,,0.0000
May 2023,6717,142928.3468,,142928.3468
Jun 2023,6841,0.0000,,0.0000
Nov 2023,82703,,,
Jan 2023,81454,,,
Mar 2023,90119,,,
Oct 2023,90600,,,
Apr 2023,81379,,,
Oct 2023,8482,0.0000,,0.0000
Mar 2023,90297,,,
Mar 2023,8467,584.3712,,584.3712
Dec 2023,90379,,,
Mar 2023,90933,,,
Sep 2023,90292,,,
Dec 2023,82897,,,
Feb 2023,90449,,,
Jul 2023,9426,480.0000,,480.0000
Jul 2023,81961,,,
Jan 2023,640,23735.8238,,23735.8238
Feb 2023,90684,,,
Feb 2023,90564,,,
Dec 2023,3207,340.1860,,340.1860
May 2023,8702,,,
Feb 2023,81965,,,
Oct 2023,7176,0.0000,,0.0000
Oct 2023,89959,,,
Dec 2023,81684,,,
Jul 2023,4414,0.0000,,0.0000
Dec 2023,90940,,,
Sep 2023,11116,,,
Sep 2023,81680,,,
Aug 2023,2936,12210.9500,,12210.9500
Jul 2023,7170,22360.0000,,22360.0000
Jun 2023,90490,,,
Sep 2023,7861,5896.6427,,5896.6427
Jun 2023,90973,,,
Dec 2023,90744,,,
Nov 2023,6208,1991.5392,,2016.4483
Apr 2023,90916,12446.0000,,12446.0000
Nov 2023,90337,,,
Jul 2023,3821,4403.5300,,4424.4300
Oct 2023,9047,768.6720,,768.6720
Oct 2023,540,6866.7467,,6866.7467
Nov 2023,91138,,,
Oct 2023,10154,3633.7700,,3633.7700
Oct 2023,2860,22307.4100,,22667.8500
Sep 2023,5303,18180.0000,,18180.0000
Jul 2023,90259,,,
Feb 2023,90978,,,
Jul 2023,90997,1197.8886,,1197.8886
Sep 2023,8202,4101.4107,,4323.8307
Oct 2023,90973,,,
Jan 2023,90675,,,
Nov 2023,9142,19668.3253,,24136.4425
Jul 2023,5801,16258.7396,,18392.0432
Jun 2023,3117,29168.6730,,29168.6730
Oct 2023,11147,,,
Jan 2023,2830,1735.3290,,2060.8290
Sep 2023,90624,,,
May 2023,2936,2130.1900,,2130.1900
Jun 2023,89976,,,
Sep 2023,89980,,,
Feb 2023,6201,8810.6800,,9093.7500
Feb 2023,90271,,,
Feb 2023,4509,7245.8250,,7245.8250
Jul 2023,9144,49090.2116,,53566.5496
Mar 2023,3655,34689.1303,,36418.3163
Nov 2023,90870,3966.3000,,3966.3000
Jun 2023,91018,0.0000,,0.0000
Jun 2023,80800,,,
Dec 2023,90451,,,
Mar 2023,2828,31736.3300,,31758.1904
May 2023,4809,3480.6150,,3480.6150
Sep 2023,81339,,,
Dec 2023,9193,1323.7692,,1323.7692
Jul 2023,6712,76911.3400,,76911.3400
Jul 2023,90332,,,
Dec 2023,90721,,,
Jun 2023,518,3646.4563,,3646.4563
Feb 2023,7356,26667.2342,,26667.2342
Jul 2023,91201,0.0000,,0.0000
Jan 2023,9223,1039.4500,,1143.6400
Jun 2023,2018,0.0000,,0.0000
May 2023,9146,46681.7880,,47446.3200
May 2023,3452,15533.1250,,15533.1250
Aug 2023,81930,,,
Sep 2023,82893,,,
Dec 2023,6673,24454.8050,,24970.8610
Feb 2023,90620,,,
May 2023,9004,33325.8180,,36697.9742
Feb 2023,82937,,,
Jul 2023,8204,11009.0170,,11807.3530
Nov 2023,91185,,,
Oct 2023,4917,8201.8112,,8201.8112
Aug 2023,82006,,,
Sep 2023,90959,,,
Dec 2023,89942,,,
Aug 2023,6801,19858.3820,,19858.3820
Oct 2023,90762,6777.0000,,6777.0000
Jul 2023,1203,32556.5424,,43792.8424
Dec 2023,90235,,,
Mar 2023,91025,0.0000,,0.0000
Feb 2023,82729,,,
Dec 2023,81972,,,
Sep 2023,90986,,,
Sep 2023,503,780.8256,,780.8256
Oct 2023,81879,,,
Sep 2023,90553,,,
Mar 2023,90535,,,
Jun 2023,80777,,,
Nov 2023,90225,,,
Jan 2023,2925,8688.2310,,8688.2310
Aug 2023,9122,6224.9460,,6224.9460
Jan 2023,90041,136.6790,,136.6790
Jun 2023,90416,,,
Apr 2023,5220,29296.5421,,30883.0924
Jul 2023,90734,,,
Dec 2023,8030,47254.2551,,63522.1653
Mar 2023,2810,504.3240,,504.3240
Jan 2023,7296,0.0000,,0.0000
Jun 2023,90006,0.0000,,0.0000
Feb 2023,90579,,,
Jun 2023,62321,,,
Apr 2023,90350,,,
Aug 2023,90072,,,
Aug 2023,8814,5941.2020,,5941.2020
May 2023,11117,,,
Apr 2023,8512,1707.9351,,10930.7843
Nov 2023,91060,,,
Mar 2023,90989,,,
Oct 2023,90906,,,
Oct 2023,1903,42214.5220,,43513.6680
Sep 2023,81940,,,
Apr 2023,82920,,,
Apr 2023,90386,,,
Nov 2023,3451,0.0000,,0.0000
Sep 2023,11154,,,
Nov 2023,90546,,,
Jun 2023,7412,15846.7868,,15846.7868
Nov 2023,6423,13877.0590,,13877.0590
Jul 2023,90652,,,
Nov 2023,90317,,,
Apr 2023,9423,254416.0000,,254416.0000
Nov 2023,90370,0.0000,,0.0000
Feb 2023,90414,,,
May 2023,91130,,,
Jul 2023,2821,1267.5296,,1267.5296
Feb 2023,90747,,,
Nov 2023,81387,,784804.0000,0.0000
Feb 2023,90408,,,
Sep 2023,81857,,,
Feb 2023,90466,,,
Oct 2023,90952,,,
Jan 2023,91122,,,
Dec 2023,9113,26517.1490,,28207.3350
Dec 2023,90717,,,
Oct 2023,90936,,,
Dec 2023,82729,,,
Apr 2023,90812,0.0000,,0.0000
Jun 2023,7199,0.0000,,0.0000
May 2023,90752,,,
Feb 2023,81923,,,
Dec 2023,90748,,,
Sep 2023,80781,,,
Jun 2023,90571,,,
Sep 2023,90512,,,
Dec 2023,81945,,,
Sep 2023,81933,,,
Mar 2023,91068,,,
Dec 2023,90081,,,
May 2023,6841,0.0000,,0.0000
Sep 2023,81365,,,
Jan 2023,9518,332.4960,,332.4960
May 2023,90997,1101.9780,,1101.9780
Dec 2023,90414,,,
Sep 2023,90616,,,
Oct 2023,7271,23273.2189,,23273.2189
Feb 2023,90590,,,
Nov 2023,90295,,,
Sep 2023,91184,,,
Aug 2023,90796,,,
Feb 2023,91000,,,
Mar 2023,90565,,,
Jan 2023,90995,,,
Jul 2023,90936,,,
Apr 2023,82018,,,
Oct 2023,90237,,,
Feb 2023,3655,25747.8902,,27067.4682
Mar 2023,10148,56.0000,,56.0000
Sep 2023,90841,,,
Sep 2023,91128,,,
Aug 2023,90499,,,
May 2023,90893,,,
Feb 2023,90966,,,
Dec 2023,91214,,,
Mar 2023,91219,,,
Jul 2023,91127,,,
Oct 2023,82896,,,
Feb 2023,81681,,,
Jul 2023,82864,,,
Mar 2023,90311,,,
Sep 2023,90257,,,
Dec 2023,91135,,,
Apr 2023,90666,,,
Nov 2023,90238,,,
Jan 2023,91187,,,
Jul 2023,82880,,,
Apr 2023,11136,,,
Jul 2023,90317,,,
Mar 2023,8464,95.7600,,95.7600
Dec 2023,90804,,,
Aug 2023,90771,,,
Sep 2023,90695,,,
Jul 2023,7408,0.0000,,0.0000
Aug 2023,81893,,,
Feb 2023,81455,,,
Apr 2023,91189,,,
Mar 2023,90223,0.0000,,0.0000
